contestantId,team_name,id,eventId,typeId,periodId,timeMin,timeSec,playerName,playerId,outcome,x,y,timeStamp,lastModified,assist,qualifier,match_id,label,date,15,16,17,18,20,22,23,24,25,29,56,61,63,64,72,73,74,75,76,77,78,79,80,81,82,83,84,85,100,101,102,103,108,113,120,121,133,146,147,153,154,214,215,230,231,233,321,322,323,324,326,327,328,338,374,375,391,395,396,458,19,26,60,89,160,254,343,468,62,65,87,114,276,280,281,282,472,68,136,138,216,217,274,122,139,275,300,9,353,390,362,28,67,69,469,473,86,314,21
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2659845747,372,13,1,32,17,S. Pingel,3epwf56ozg73hueacwmckk0r9,1,92.1,43.0,2024-03-16T12:34:50.609,2024-03-16T12:38:58,NaN,"{""id"": 4880935973, ""qualifierId"": 103, ""value"": ""19.4""}",a88c18xh13jrxlft5jivd5fdg,Hillerød vs AaB,2024-03-16,NaN,NaN,true,NaN,NaN,true,NaN,NaN,NaN,NaN,Center,NaN,NaN,NaN,true,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69.1,19.4,NaN,NaN,NaN,NaN,NaN,94.2,53.4,true,NaN,true,NaN,98.5,48.2,NaN,0.3327105641365051,NaN,true,NaN,2,1,true,371,NaN,NaN,true,NaN,NaN,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2659847929,403,13,1,34,54,A. Justinussen,uiyol728wan4mxco2foplknp,1,89.8,64.2,2024-03-16T12:37:27.958,2024-03-16T12:38:40,1.0,"{""id"": 4880933033, ""qualifierId"": 327, ""value"": ""2""}",a88c18xh13jrxlft5jivd5fdg,Hillerød vs AaB,2024-03-16,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,true,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,55.1,52.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,99.1,51.8,NaN,0.08468695729970932,NaN,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2659876005,428,13,2,53,24,M. Jørgensen,1arzd8hqj73byhduozscqz5uy,1,87.4,62.0,2024-03-16T13:13:50.550,2024-03-16T13:17:20,1.0,"{""id"": 4881080589, ""qualifierId"": 321, ""value"": ""0.11166258901357651""}",a88c18xh13jrxlft5jivd5fdg,Hillerød vs AaB,2024-03-16,NaN,NaN,true,NaN,true,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,59.5,8.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,98.0,52.7,NaN,0.11166258901357651,NaN,NaN,NaN,3,2,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2659850983,442,15,1,38,57,J. Witt,5z7y55t2o577r8ki3i5855as,1,72.3,35.1,2024-03-16T12:41:30.685,2024-03-16T12:43:46,1.0,"{""id"": 4880949467, ""qualifierId"": 18}",a88c18xh13jrxlft5jivd5fdg,Hillerød vs AaB,2024-03-16,NaN,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,49.5,19,NaN,NaN,NaN,NaN,NaN,82.9,40.6,NaN,NaN,NaN,true,96.8,47.5,296,0.015114217065274715,NaN,NaN,NaN,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2659878571,449,13,2,55,35,M. Jørgensen,1arzd8hqj73byhduozscqz5uy,1,91.0,30.8,2024-03-16T13:16:01.423,2024-03-16T13:17:16,1.0,"{""id"": 4881094303, ""qualifierId"": 231, ""value"": ""46.8""}",a88c18xh13jrxlft5jivd5fdg,Hillerød vs AaB,2024-03-16,NaN,NaN,NaN,NaN,true,true,NaN,NaN,NaN,true,Center,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,43.0,61.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,99.1,46.8,NaN,0.028767907992005348,NaN,NaN,NaN,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2659855939,529,13,1,45,45,R. Møller,9350utk4onh2hv5jznxqpkd7t,1,92.5,49.9,2024-03-16T12:48:19.227,2024-03-16T12:50:45,1.0,"{""id"": 4880975755, ""qualifierId"": 327, ""value"": ""2""}",a88c18xh13jrxlft5jivd5fdg,Hillerød vs AaB,2024-03-16,NaN,NaN,true,NaN,NaN,NaN,NaN,true,NaN,true,Center,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,57.3,1.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,98.6,50,NaN,0.15243278443813324,NaN,NaN,NaN,3,2,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2659857301,542,15,1,2,4,A. Justinussen,uiyol728wan4mxco2foplknp,1,91.7,70.4,2024-03-16T12:04:37.558,2024-03-16T12:54:07,1.0,"{""id"": 4880984383, ""qualifierId"": 147, ""value"": ""64.4""}",a88c18xh13jrxlft5jivd5fdg,Hillerød vs AaB,2024-03-16,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,true,true,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,49.6,19,NaN,NaN,NaN,NaN,NaN,94.1,64.4,NaN,true,NaN,NaN,99.1,52.3,13,0.028676187619566917,NaN,true,NaN,2,2,NaN,30,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2659889341,547,13,2,64,36,M. Widell,3q4tnk1z46lop4rbdpjtfoc2c,1,81.6,52.8,2024-03-16T13:25:02.588,2024-03-16T13:26:14,NaN,"{""id"": 4881151737, ""qualifierId"": 25}",a88c18xh13jrxlft5jivd5fdg,Hillerød vs AaB,2024-03-16,NaN,NaN,NaN,true,true,NaN,NaN,NaN,true,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,38.0,77.8,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,98.6,49.8,NaN,0.04341358691453934,NaN,NaN,NaN,2,3,true,NaN,NaN,NaN,true,NaN,NaN,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2659866221,560,13,2,45,35,A. Justinussen,uiyol728wan4mxco2foplknp,1,75.8,76.7,2024-03-16T13:06:01.440,2024-03-16T13:07:11,1.0,"{""id"": 4881027783, ""qualifierId"": 231, ""value"": ""52.2""}",a88c18xh13jrxlft5jivd5fdg,Hillerød vs AaB,2024-03-16,NaN,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,28.2,88.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,98.0,52.2,NaN,0.012820507399737835,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2659871983,610,13,2,50,7,M. Julø,3bf4r3xgrs0ttlhgzb93as5t6,1,85.7,31.8,2024-03-16T13:10:33.426,2024-03-16T13:11:53,NaN,"{""id"": 4881058387, ""qualifierId"": 72}",a88c18xh13jrxlft5jivd5fdg,Hillerød vs AaB,2024-03-16,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,Center,NaN,true,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,43.5,4.2,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,true,97.8,47.5,NaN,0.03932776302099228,NaN,NaN,true,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2659897773,613,15,2,72,6,E. Toku,6d05w3h1odtki5z4wqojf6z56,1,84.2,71.5,2024-03-16T13:32:31.881,2024-03-16T13:33:55,1.0,"{""id"": 4881195681, ""qualifierId"": 327, ""value"": ""2""}",a88c18xh13jrxlft5jivd5fdg,Hillerød vs AaB,2024-03-16,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,true,true,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,54.5,20.8,NaN,NaN,NaN,NaN,NaN,85.3,70.4,NaN,NaN,NaN,true,98.9,52.7,830,0.018759258091449738,NaN,NaN,NaN,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2659877027,649,13,2,54,18,A. Justinussen,uiyol728wan4mxco2foplknp,1,77.1,71.9,2024-03-16T13:14:44.560,2024-03-16T13:16:22,1.0,"{""id"": 4881087505, ""qualifierId"": 231, ""value"": ""51.4""}",a88c18xh13jrxlft5jivd5fdg,Hillerød vs AaB,2024-03-16,NaN,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.9,81.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,98.5,51.4,NaN,0.01606420986354351,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2659907597,685,15,2,79,37,E. Toku,6d05w3h1odtki5z4wqojf6z56,1,78.4,21.5,2024-03-16T13:40:02.855,2024-03-16T13:41:15,1.0,"{""id"": 4881248505, ""qualifierId"": 146, ""value"": ""99.1""}",a88c18xh13jrxlft5jivd5fdg,Hillerød vs AaB,2024-03-16,NaN,NaN,NaN,true,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.7,1.9,NaN,NaN,NaN,NaN,NaN,99.1,47.5,NaN,NaN,NaN,true,NaN,NaN,892,0.014082707464694977,0.0888,NaN,NaN,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2659884079,700,13,2,60,9,M. Julø,3bf4r3xgrs0ttlhgzb93as5t6,1,91.5,39.7,2024-03-16T13:20:35.495,2024-03-16T13:22:01,1.0,"{""id"": 4890823631, ""qualifierId"": 17}",a88c18xh13jrxlft5jivd5fdg,Hillerød vs AaB,2024-03-16,NaN,NaN,true,NaN,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,42.7,8.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98.8,47.8,NaN,0.04728144779801369,NaN,NaN,NaN,3,2,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2659913591,719,15,2,84,9,R. Thelander,cw6s5hf1tytvb98vjuosz9r6d,1,80.8,74.0,2024-03-16T13:44:35.494,2024-03-16T13:45:48,1.0,"{""id"": 4881281757, ""qualifierId"": 103, ""value"": ""19""}",a88c18xh13jrxlft5jivd5fdg,Hillerød vs AaB,2024-03-16,NaN,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,49.0,19,NaN,NaN,NaN,NaN,NaN,83.7,70.2,NaN,NaN,NaN,true,98.5,51.1,933,0.018977290019392967,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2659914241,722,13,2,84,37,K. Jørgensen,de0dokhb6u6hts2hu5aupgiga,1,93.1,38.0,2024-03-16T13:45:02.997,2024-03-16T13:49:57,1.0,"{""id"": 4890942033, ""qualifierId"": 120}",a88c18xh13jrxlft5jivd5fdg,Hillerød vs AaB,2024-03-16,true,NaN,true,NaN,NaN,NaN,NaN,NaN,true,true,Center,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80.3,16.7,NaN,NaN,true,NaN,NaN,94.7,52.2,true,true,NaN,NaN,99.1,48.4,NaN,0.021502617746591568,NaN,NaN,NaN,2,3,true,NaN,NaN,NaN,true,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2659914535,724,16,2,84,45,K. Jørgensen,de0dokhb6u6hts2hu5aupgiga,1,77.7,24.2,2024-03-16T13:45:11.597,2024-03-16T13:46:41,1.0,"{""id"": 4881284983, ""qualifierId"": 18}",a88c18xh13jrxlft5jivd5fdg,Hillerød vs AaB,2024-03-16,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,true,true,Center,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,46.4,35.4,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,99.3,48.6,NaN,0.02439478039741516,0.3673,NaN,NaN,2,3,NaN,NaN,2024-03-16 13:45:09.841,84:44.038,NaN,0.3,53.1,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2659918083,743,15,2,87,54,M. Bomholt,ejixz16616b7krftxyzv9yiac,1,81.2,58.7,2024-03-16T13:48:20.340,2024-03-16T13:50:57,NaN,"{""id"": 4881312309, ""qualifierId"": 103, ""value"": ""19""}",a88c18xh13jrxlft5jivd5fdg,Hillerød vs AaB,2024-03-16,NaN,NaN,NaN,true,true,true,NaN,NaN,NaN,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,49.6,19,true,NaN,NaN,NaN,NaN,90.1,54.5,NaN,NaN,NaN,true,98.9,51.3,951,0.026813169941306114,NaN,NaN,NaN,1,2,true,NaN,NaN,NaN,NaN,NaN,NaN,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2659918235,747,15,2,88,5,M. Bomholt,ejixz16616b7krftxyzv9yiac,1,85.8,56.4,2024-03-16T13:48:31.135,2024-03-16T13:56:29,1.0,"{""id"": 4881305177, ""qualifierId"": 22}",a88c18xh13jrxlft5jivd5fdg,Hillerød vs AaB,2024-03-16,NaN,NaN,true,NaN,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,true,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,52.6,19,NaN,NaN,NaN,NaN,NaN,88.0,55.8,NaN,NaN,NaN,NaN,99.1,51.6,952,0.062368445098400116,NaN,NaN,NaN,3,2,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
